Date,Open,High,Low,Close,Volume,Adj Close,Return
2/1/1993,43.9687,45.125,42.8125,44.4062,288600,28.299536,
3/1/1993,44.5625,45.8437,44.2187,45.1875,136100,28.933456,0.022400367
4/1/1993,45.25,45.25,43.2812,44.0312,132600,28.193079,-0.025588958
5/3/1993,44.0937,45.6562,43.8437,45.2187,94300,28.953434,0.026969562
6/1/1993,45.375,45.8125,44.2187,45.0625,176100,29.057909,0.00360838
7/1/1993,45.125,45.2187,44.1562,44.8437,294900,28.916819,-0.004855477
8/2/1993,44.9062,46.5625,44.8437,46.5625,250300,30.025164,0.038328732
9/1/1993,46.4062,46.5937,44.8125,45.9375,212800,29.806709,-0.00727573
10/1/1993,45.875,47.1562,45.7187,46.8437,335800,30.394701,0.019726834
11/1/1993,46.7812,47,45.5312,46.3437,265700,30.070274,-0.010673801
12/1/1993,46.5937,47.1562,46.375,46.5937,292700,30.439442,0.012276842
1/3/1994,46.5937,48.3125,46.4062,48.2187,340500,31.501047,0.034875968
2/1/1994,48.1562,48.2812,46.5625,46.8125,595100,30.582382,-0.029162999
3/1/1994,46.8125,47.3125,43.5312,44.5937,673600,29.300905,-0.041902459
4/4/1994,43.3437,45.359299,43.3437,45.0937,626800,29.629436,0.011212316
5/2/1994,45.0937,45.9375,44.171799,45.8125,414500,30.101734,0.015940162
6/1/1994,45.703098,46.5625,44,44.4687,482900,29.411949,-0.022915125
7/1/1994,44.6875,46.046799,44.375,45.9062,295500,30.362722,0.032326079
8/1/1994,45.9375,47.984299,45.6562,47.6562,360900,31.520187,0.038121253
9/1/1994,47.5,47.7187,45.734299,46.171799,300600,30.724129,-0.025255497
10/3/1994,46.203098,47.703098,45,47.484299,260600,31.597506,0.02842642
11/1/1994,47.2812,47.328098,44.609299,45.5937,239300,30.339443,-0.039815263
12/1/1994,45.640598,46.4062,44.6875,45.5625,513200,30.560417,0.00728339
1/3/1995,45.703098,47.234299,45.6875,47.0937,137800,31.58745,0.033606642
2/1/1995,47.1562,49.1562,47,49.015598,339300,32.876537,0.0408101
3/1/1995,48.9687,50.890598,48.2187,50.109299,220800,33.792042,0.027846759
4/3/1995,50.0937,51.671799,50.0625,51.5937,238200,34.793072,0.029623247
5/1/1995,51.546799,53.640598,51.390598,53.640598,343200,36.173431,0.039673387
6/1/1995,53.4062,55.1562,52.75,54.4062,295600,36.905193,0.020229267
7/3/1995,54.4687,56.703098,54.203098,56.1562,292500,38.092266,0.032165473
8/1/1995,56.234299,56.796799,55.421799,56.4062,373500,38.261848,0.004451875
9/1/1995,56.390598,58.9062,56.3437,58.484299,401900,39.883228,0.042375894
10/2/1995,58.484299,59.1875,57.265598,58.3125,429600,39.766068,-0.002937576
11/1/1995,58.2812,61.203098,58.234299,60.9062,434600,41.534836,0.044479328
12/1/1995,60.984299,62.796799,60.578098,61.484299,507800,42.188286,0.015732577
1/2/1996,61.4062,63.6875,59.640598,63.671799,507200,43.689266,0.035578122
2/1/1996,63.609299,66.6875,63.4375,63.875,788200,43.828697,0.003191425
3/1/1996,64.640602,65.968697,62,64.6875,927600,44.583344,0.017218103
4/1/1996,65,65.8125,62.125,65.390602,723000,45.067932,0.010869261
5/1/1996,65.375,68.4375,63.078098,66.875,835300,46.090996,0.022700487
6/3/1996,66.890602,68.5,66.156197,67.109299,896600,46.497555,0.00882079
7/1/1996,67.281197,67.703102,60.375,64.093697,1344400,44.408154,-0.044935718
8/1/1996,64.156197,67.343697,64.0625,65.328102,777000,45.263428,0.019259391
9/3/1996,64.468697,69.25,64.375,68.625,889700,47.792423,0.055872812
10/1/1996,68.703102,71.625,68.4375,70.843697,674700,49.337589,0.032330773
11/1/1996,70.984299,76.6875,70.265602,76.015602,1258100,52.939453,0.073004459
12/2/1996,75.921799,76.578102,71.875,73.843697,1730000,51.6796,-0.023797998
1/2/1997,74.375,79.6875,72.75,78.406197,2128700,54.872673,0.061785946
2/3/1997,78.718697,82,77.125,79.156197,1736300,55.39756,0.009565545
3/3/1997,78.75,81.796799,75.25,75.375,2089200,52.953304,-0.044122088
4/1/1997,75.25,80.6875,73.3125,80.093697,2775000,56.268337,0.062602949
5/1/1997,80.218697,85.5625,79.3125,85.156197,1886500,59.824902,0.063207217
6/2/1997,85.343697,90.5,84.078102,88.3125,2367400,62.283886,0.041103018
7/1/1997,88.5,96.031197,88.390602,95.3125,3068100,67.220757,0.079264017
8/1/1997,95.5,96.625,89.343697,90.375,4842800,63.738503,-0.051803255
9/2/1997,90.6875,96.375,90.25,94.375,3941800,66.803719,0.048090492
10/1/1997,95.25,98.5,84.375,92.0625,6283100,65.166809,-0.024503277
11/3/1997,93.1875,96.8125,90.093697,95.625,4985300,67.688538,0.038696524
12/1/1997,96.218697,99,92.375,97.0625,3796400,68.979485,0.01907187
1/2/1998,97.3125,99.5625,90.906197,98.3125,5411500,69.867821,0.012878264
2/2/1998,99.906197,105.531197,99.718697,105.125,3851400,74.709267,0.069294361
3/2/1998,105.25,111.531197,103.156197,109.9375,4238300,78.353844,0.048783466
4/1/1998,110.3125,113.4375,107.625,111.343697,6062500,79.356064,0.012790949
5/1/1998,111.75,113.3125,107.578102,109.031197,6051800,77.707916,-0.020769024
6/1/1998,108.968697,114.6875,107.5,113.3125,6649000,81.016243,0.042573874
7/1/1998,114.0625,119.234299,111.3125,111.781197,7407300,79.921387,-0.013514031
8/3/1998,111.781197,112.421799,95,96,13862100,68.638138,-0.141179344
9/1/1998,96.0625,107,93.625,101.75,13203700,73.006226,0.063639372
10/1/1998,100.031197,110.906197,92.218697,110,11773800,78.925652,0.081081112
11/2/1998,110.8125,119.718697,110.1875,116.125,7253700,83.320374,0.055681795
12/1/1998,116.125,124.75,113.75,123.3125,7400700,88.771385,0.065422306
1/4/1999,123.375,128.5,120.375,127.656197,7782900,91.898369,0.035225135
2/1/1999,128.6875,128.843704,121.328102,123.5625,9170800,88.951355,-0.032068186
3/1/1999,123.656197,132.625,121.781197,128.375,6765400,92.639984,0.041467935
4/1/1999,129.6875,137.5,128.125,133.25,7987900,96.157959,0.037974694
5/3/1999,133.4375,138,128,130.203094,9565700,93.959198,-0.022866136
6/1/1999,130.125,137.5,128.015594,137,8070300,99.162544,0.055378783
7/1/1999,137,142.25,132.5625,132.75,5793400,96.086334,-0.031021895
8/2/1999,132.75,138.781204,127,132.0625,7017200,95.588715,-0.005178874
9/1/1999,132.9375,136.625,125.5625,128.75,8355700,93.453545,-0.022337051
10/1/1999,127.9375,137.6875,123.4375,137,9896000,99.441833,0.064077698
11/1/1999,136.5,143,134.593704,139.281204,6320200,101.097649,0.016651101
12/1/1999,139.3125,147.5625,139,146.875,5668200,106.871307,0.057109716
1/3/2000,148.25,148.25,135,139.5625,8376900,101.550484,-0.049787199
2/1/2000,139.75,144.5625,132.718704,137.4375,9759000,100.004257,-0.01522619
3/1/2000,137.625,155.75,135.031204,150.375,11167100,109.696121,0.096914514
4/3/2000,150.125,153.109299,133.5,145.093704,12525700,105.843506,-0.035120795
5/1/2000,146.5625,148.484299,136.5,142.8125,7594500,104.179405,-0.015722278
6/1/2000,143.6875,149.156204,143,145.281204,6116600,106.229797,0.019681356
7/3/2000,145.4375,151.984299,141.515594,143,5602200,104.561775,-0.015702016
8/1/2000,143.625,153.093704,142.625,152.343704,4662100,111.393906,0.065340618
9/1/2000,153.25,153.593704,142.125,143.625,6126800,105.282616,-0.054861978
10/2/2000,144.281204,145.75,130.156204,142.953094,8461100,104.790085,-0.00467818
11/1/2000,142.25,144.296799,129.75,132.281204,7995300,96.967178,-0.074653122
12/1/2000,133.1875,139.5625,125.531197,131.1875,8709500,96.460419,-0.005226088
1/2/2001,132,138.699997,127.5625,137.020004,9095300,100.748978,0.044459262
2/1/2001,137.100006,137.990005,121.800003,123.949997,10180600,91.138779,-0.095387558
3/1/2001,124.050003,127.75,108.040001,116.690002,14880400,86.031624,-0.056037123
4/2/2001,116.300003,127.269997,109.300003,126.660004,13130300,93.382164,0.085439977
5/1/2001,125.07,132.089996,123.440002,125.949997,9905100,92.858704,-0.005605567
6/1/2001,126.199997,129.229996,120.400002,122.599998,10162000,90.645943,-0.023829333
7/2/2001,122.800003,124.32,116.75,121.349998,9943300,89.721733,-0.010195823
8/1/2001,121.970001,123.25,112.040001,114.150002,12416700,84.398323,-0.059332447
9/4/2001,113.849998,116.169998,93.800003,104.440002,29389500,77.50885,-0.081630449
10/1/2001,103.900002,111.790001,102.830002,105.800003,23510200,78.518158,0.013021842
11/1/2001,106.599998,116.900002,105.699997,114.050003,18390200,84.640793,0.077977313
12/3/2001,113.650002,118,112,114.300003,16151100,85.118095,0.005639148
1/2/2002,115.110001,117.989998,108.400002,113.18,17585200,84.284042,-0.009798774
2/1/2002,113.089996,113.300003,107.82,111.150002,23592000,82.772324,-0.017935993
3/1/2002,111.720001,117.900002,111.510002,114.519997,20155500,85.526222,0.033270758
4/1/2002,114.230003,115.099998,106.629997,107.860001,19269700,80.552383,-0.05815572
5/1/2002,107.970001,111.25,104.900002,107.220001,21475100,80.074417,-0.005933605
6/3/2002,107.089996,107.599998,95.190002,98.959999,28153300,74.164314,-0.073807631
7/1/2002,99.18,99.800003,77.68,91.160004,53132600,68.31871,-0.078819633
8/1/2002,90.879997,97.150002,83.550003,91.779999,43934400,68.783356,0.006801153
9/3/2002,90.730003,93.330002,80.900002,81.790001,54346200,61.571262,-0.104852313
10/1/2002,82.43,91.290001,77.07,88.519997,60255100,66.637581,0.082283826
11/1/2002,88.349998,94.949997,87.449997,93.980003,41881400,70.747856,0.061681036
12/2/2002,95.470001,96.050003,87.110001,88.230003,36301000,66.745674,-0.056569658
1/2/2003,88.849998,93.860001,84.150002,86.059998,46030300,65.104073,-0.024594867
2/3/2003,86.139999,86.809998,81,84.900002,47679700,64.22654,-0.013478926
3/3/2003,85.260002,89.879997,79.379997,84.739998,57999500,64.363968,0.002139738
4/1/2003,85.25,92.800003,84.910004,91.910004,49753400,69.809921,0.084611828
5/1/2003,91.919998,97.089996,90.5,96.949997,44478000,73.638031,0.054836189
6/2/2003,97.529999,102.18,96.669998,97.629997,42919900,74.422394,0.010651602
7/1/2003,97.25,101.900002,96.43,99.389999,43190800,75.764023,0.018027222
8/1/2003,99.190002,101.82,96.339996,101.440002,38162300,77.326721,0.020625858
9/2/2003,101.639999,104.699997,99.25,99.949997,42346500,76.483383,-0.010906165
10/1/2003,100.239998,105.970001,100.199997,105.300003,37280900,80.577293,0.05352679
11/3/2003,105.75,106.949997,103.620003,106.449997,33745300,81.457291,0.010921166
12/1/2003,106.849998,111.519997,105.959999,111.279999,32266000,85.555649,0.050312967
1/2/2004,111.739998,116.5,110.730003,113.480003,38432900,87.247078,0.019769928
2/2/2004,113.699997,116.599998,112.779999,115.019997,37699400,88.431076,0.013570632
3/1/2004,115.43,116.970001,108.849998,113.099998,51022600,87.259758,-0.013245547
4/1/2004,113.07,115.410004,110.900002,110.959999,48442900,85.608688,-0.018921322
5/3/2004,111.370003,113.260002,108.059998,112.860001,50222500,87.074593,0.01712332
6/1/2004,112.459999,114.940002,111.870003,114.529999,36862400,88.685593,0.018501378
7/1/2004,114.25,114.400002,108.209999,110.839996,47438100,85.828262,-0.03221866
8/2/2004,110.190002,111.629997,106.589996,111.110001,43955300,86.037338,0.002435981
9/1/2004,110.949997,113.739998,110.410004,111.760002,39734600,86.900894,0.010036991
10/1/2004,112.260002,114.68,109.349998,113.199997,52042400,88.020584,0.012884678
11/1/2004,113.559998,119.139999,113.199997,117.889999,48346900,91.939041,0.044517507
12/1/2004,118.160004,121.660004,117.730003,120.870003,42628100,94.708336,0.030120991
1/3/2005,121.559998,121.760002,116.370003,118.160004,61837200,92.5849,-0.022420793
2/1/2005,118.25,121.669998,118.099998,120.629997,57631000,94.520279,0.02090383
3/1/2005,120.82,123.25,116.25,117.959999,63414700,92.791237,-0.018292815
4/1/2005,118.629997,119.260002,113.550003,115.75,82729100,91.05278,-0.018735142
5/2/2005,116.07,120.25,114.800003,119.480003,65620200,93.986923,0.032224639
6/1/2005,119.519997,121.940002,118.75,119.18,52345900,94.129311,0.001514977
7/1/2005,119.449997,124.639999,118.260002,123.739998,61933200,97.730827,0.038261366
8/1/2005,123.830002,124.739998,120.379997,122.580002,61283000,96.814659,-0.009374401
9/1/2005,122.519997,124.739998,120.440002,123.040001,63563200,97.591637,0.008025417
10/3/2005,122.959999,123.339996,116.879997,120.129997,88679300,95.283508,-0.023650889
11/1/2005,120.580002,127.410004,120.129997,125.410004,59035200,99.471451,0.043952443
12/1/2005,126.019997,128.089996,124.360001,124.510002,53228200,99.281105,-0.001913574
1/3/2006,125.190002,129.440002,124.389999,127.5,65342300,101.665253,0.024014116
2/1/2006,127.82,130.039993,125.400002,128.229996,64191500,102.247337,0.005725496
3/1/2006,128.600006,131.470001,127.18,129.830002,61465300,103.934814,0.016503872
4/3/2006,130.070007,131.860001,128.020004,131.470001,71378000,105.247711,0.012631927
5/1/2006,131.470001,132.800003,124.760002,127.510002,83621500,102.077553,-0.030120921
6/1/2006,127.379997,129.429993,122.339996,127.279999,100820700,102.343796,0.002608242
7/3/2006,127.43,128.139999,122.389999,127.849998,87044700,102.802124,0.004478317
8/1/2006,127.339996,131.039993,126.279999,130.639999,63385000,105.045517,0.021822438
9/1/2006,131.139999,133.990005,129.350006,133.580002,70582700,107.881912,0.027001581
10/2/2006,133.539993,139,132.649994,137.789993,68846200,111.281982,0.03151659
11/1/2006,138.220001,141.160004,135.619995,140.529999,75526300,113.494873,0.019885438
12/1/2006,140.529999,143.240005,138.970001,141.619995,62910900,115.012436,0.013371203
1/3/2007,142.25,144.130005,140.25,143.75,71109900,116.742256,0.015040287
2/1/2007,144.149994,146.419998,139,140.929993,88004400,114.452072,-0.019617438
3/1/2007,139.339996,143.809998,136.75,142,138477200,115.77845,0.011588938
4/2/2007,142.160004,149.800003,141.479996,148.289993,94608200,120.906937,0.044295696
5/1/2007,148.419998,153.889999,147.669998,153.320007,119229300,125.008118,0.033920146
6/1/2007,153.880005,154.399994,148.059998,150.429993,176313600,123.180397,-0.014620818
7/2/2007,150.869995,155.529999,145.039993,145.720001,205031000,119.323593,-0.031310209
8/1/2007,145.179993,150.589996,137,147.589996,277452000,120.854851,0.012832818
9/4/2007,147.449997,154.389999,144.330002,152.580002,163177900,125.533661,0.038714292
10/1/2007,152.600006,157.520004,148.660004,154.649994,177001000,127.236732,0.013566648
11/1/2007,153.289993,153.410004,140.660004,148.660004,271219900,122.308525,-0.038732581
12/3/2007,148.190002,152.889999,143.960007,146.210007,170095700,120.931244,-0.011260711
1/2/2008,146.529999,146.990005,126,137.369995,307167300,113.619614,-0.06046105
2/1/2008,137.940002,139.610001,131.729996,133.820007,220187100,110.683395,-0.025842536
3/3/2008,133.139999,135.809998,126.07,131.970001,281440600,109.693634,-0.008942272
4/1/2008,133.610001,140.589996,132.330002,138.259995,191956700,114.921883,0.047662283
5/1/2008,138.380005,144.300003,137.520004,140.350006,179255100,116.659103,0.015116529
6/2/2008,139.830002,140.889999,127.040001,127.980003,269893900,106.909225,-0.083575801
7/1/2008,126.519997,129.160004,120.019997,126.830002,337891300,105.948555,-0.008985848
8/1/2008,127.120003,131.509995,124.760002,128.789993,215883300,107.585854,0.015453717
9/2/2008,130.029999,130.710007,110.529999,115.989998,401587700,97.454109,-0.09417358
10/1/2008,115.269997,116.690002,83.580002,96.830002,534510700,81.355988,-0.165186683
11/3/2008,96.779999,100.860001,74.339996,90.089996,467397100,75.693077,-0.069606567
12/1/2008,87.510002,92.43,81.860001,90.239998,323359700,76.434593,0.009796352
1/2/2009,90.440002,94.449997,80.050003,82.830002,362771100,70.158218,-0.082114325
2/2/2009,81.57,87.739998,73.809998,73.93,407663300,62.619789,-0.107448981
3/2/2009,72.519997,83.300003,67.099998,79.519997,417190800,67.836693,0.083310789
4/1/2009,78.529999,89.019997,78.330002,87.419998,301163100,74.575996,0.099345984
5/1/2009,87.440002,93.699997,86.720001,92.529999,272718800,78.935226,0.058453527
6/1/2009,93.669998,96.110001,88.849998,91.949997,240170100,78.88353,-0.000654917
7/1/2009,92.339996,99.830002,87,98.809998,204691000,84.768692,0.074605713
8/3/2009,99.849998,104.349998,98.110001,102.459999,196839300,87.900017,0.03693964
9/1/2009,101.949997,108.059998,99.57,105.589996,192016100,91.016701,0.035457149
10/1/2009,103,110.309998,101.989998,103.559998,218514000,89.266876,-0.019225318
11/2/2009,104.129997,111.739998,103.080002,109.940002,179587000,94.766327,0.06160685
12/1/2009,110.919998,113.029999,109.019997,111.440002,135205600,96.576454,0.019100951
1/4/2010,112.370003,115.139999,107.220001,107.389999,211448400,93.066628,-0.036342461
2/1/2010,108.150002,111.580002,104.580002,110.739998,243447400,95.96981,0.031194662
3/1/2010,111.199997,118.169998,111.169998,117,176555000,101.812424,0.060879708
4/1/2010,117.800003,122.120003,117.099998,118.809998,197956600,103.387466,0.015470037
5/3/2010,119.379997,120.68,104.379997,109.370003,385590600,95.172859,-0.079454573
6/1/2010,108.349998,113.199997,102.879997,103.220001,272280000,90.248528,-0.051740917
7/1/2010,103.150002,112.290001,101.129997,110.269997,235498600,96.41256,0.068300638
8/2/2010,111.989998,113.18,104.290001,105.309998,218904700,92.075874,-0.044980509
9/1/2010,106.730003,115.790001,106.660004,114.129997,205845200,100.321701,0.089554697
10/1/2010,114.989998,119.760002,113.18,118.489998,186276000,104.154198,0.038202074
11/1/2010,119.07,122.949997,117.589996,118.489998,200839900,104.154198,0
12/1/2010,120.199997,126.199997,120.190002,125.75,127907600,111.117142,0.066852265
1/3/2011,126.709999,130.350006,125.699997,128.679993,150478100,113.706192,0.023300185
2/1/2011,129.460007,134.690002,129.380005,133.149994,155876700,117.656044,0.034737352
3/1/2011,133.570007,133.690002,125.279999,132.589996,213912800,117.670174,0.000120096
4/1/2011,133.410004,136.570007,129.509995,136.429993,146390600,121.078072,0.028961443
5/2/2011,137.070007,137.179993,131.380005,134.899994,166778000,119.720238,-0.011214533
6/1/2011,134.509995,134.919998,126.190002,131.970001,224261600,117.700592,-0.016869713
7/1/2011,132.089996,135.699997,127.970001,129.330002,207390300,115.346046,-0.020004538
8/1/2011,130.839996,130.960007,110.269997,122.220001,406620800,109.004822,-0.054975651
9/1/2011,122.290001,123.400002,111.300003,113.150002,308413100,101.437622,-0.069420782
10/3/2011,112.489998,129.419998,107.43,125.5,283297500,112.509247,0.109147127
11/1/2011,122.029999,128.020004,116.199997,124.989998,254191600,112.052032,-0.004063799
12/1/2011,124.849998,127.260002,120.029999,125.5,187820700,113.222801,0.010448441
1/3/2012,127.760002,133.399994,126.43,131.320007,152051600,118.473457,0.046374546
2/1/2012,132.289993,138.190002,132.130005,137.020004,154025800,123.615845,0.043405402
3/1/2012,137.309998,141.830002,134.360001,140.809998,145136500,127.591797,0.032163773
4/2/2012,140.639999,142.210007,135.759995,139.869995,157536800,126.740036,-0.006675672
5/1/2012,139.789993,141.660004,129.550003,131.470001,190924600,119.128571,-0.060055727
6/1/2012,129.410004,136.270004,127.139999,136.100006,183673100,123.962936,0.040581071
7/2/2012,136.479996,139.339996,132.600006,137.710007,142158000,125.429359,0.011829528
8/1/2012,138.699997,143.089996,135.580002,141.160004,111546100,128.571686,0.025052564
9/4/2012,141.039993,148.110001,140.130005,143.970001,133785700,131.8311,0.025350947
10/1/2012,144.520004,147.160004,140.389999,141.350006,134445400,129.432007,-0.018198232
11/1/2012,141.649994,143.720001,134.699997,142.149994,150920800,130.164551,0.005659682
12/3/2012,142.800003,145.580002,139.539993,142.410004,156690500,131.327499,0.008934445
1/2/2013,145.110001,150.940002,144.729996,149.699997,128386400,138.050186,0.051190246
2/1/2013,150.649994,153.279999,148.729996,151.610001,142543400,139.811554,0.012758896
3/1/2013,151.089996,156.850006,150.410004,156.669998,121695200,145.120361,0.037971161
4/1/2013,156.589996,159.720001,153.550003,159.679993,137411100,147.908447,0.019212232
5/1/2013,159.330002,169.070007,158.100006,163.449997,134474800,151.400528,0.023609747
6/3/2013,163.830002,165.990005,155.729996,160.419998,184686200,149.380173,-0.013344438
7/1/2013,161.259995,169.860001,160.220001,168.710007,112422400,157.09967,0.051676851
8/1/2013,169.990005,170.970001,163.050003,163.649994,109911800,152.387878,-0.029992374
9/3/2013,165.229996,173.600006,163.699997,168.009995,118534300,157.210419,0.031646487
10/1/2013,168.139999,177.509995,164.529999,175.789993,131979700,164.490326,0.046306772
11/1/2013,176.020004,181.75,174.759995,181,99341100,169.365433,0.029637652
12/2/2013,181.089996,184.690002,177.320007,184.690002,110423600,173.756485,0.025926495
1/2/2014,183.979996,184.940002,176.880005,178.179993,129777500,167.631851,-0.035248376
2/3/2014,177.970001,187.149994,173.710007,186.289993,133948700,175.261749,0.045515801
3/3/2014,184.649994,189.020004,183.75,187.009995,126372800,176.715652,0.008295609
4/1/2014,187.619995,189.699997,181.309998,188.309998,116543300,177.944092,0.006951506
5/1/2014,188.220001,192.800003,186.009995,192.679993,88448000,182.073532,0.02320639
6/2/2014,192.949997,196.600006,191.970001,195.720001,83107000,185.832413,0.020644851
7/1/2014,196.199997,199.059998,192.970001,193.089996,94417600,183.335266,-0.013437629
8/1/2014,192.559998,200.820007,190.550003,200.710007,90275800,190.570328,0.039463559
9/2/2014,200.970001,201.899994,196.050003,197.020004,106560200,187.941177,-0.013796224
10/1/2014,196.699997,201.820007,181.919998,201.660004,177824800,192.367355,0.023550869
11/3/2014,201.919998,207.869995,200.059998,207.199997,85735800,197.652069,0.02747199
12/1/2014,206.399994,212.970001,197.860001,205.539993,144341100,197.150696,-0.002536644
1/2/2015,206.380005,206.880005,198.550003,199.449997,169061700,191.309265,-0.029629269
2/2/2015,200.050003,212.240005,197.860001,210.660004,105774400,202.061722,0.056204581
3/2/2015,210.779999,212.059998,204.119995,206.429993,130758700,198.888199,-0.015705711
4/1/2015,206.389999,212.479996,204.509995,208.460007,104666100,200.844055,0.009833947
5/1/2015,209.399994,213.779999,206.759995,211.139999,100871900,203.426132,0.012856129
6/1/2015,211.940002,213.339996,205.279999,205.850006,123553000,199.294128,-0.020312061
7/1/2015,207.729996,213.179993,204.110001,210.5,116182900,203.796036,0.022589266
8/3/2015,210.460007,211.309998,182.399994,197.669998,185629700,191.374634,-0.060950165
9/1/2015,193.119995,202.889999,186.929993,191.630005,163950700,186.491531,-0.025515936
10/1/2015,192.080002,209.440002,189.119995,207.929993,121239100,202.354446,0.085059707
11/2/2015,208.320007,211.660004,202.179993,208.690002,101866700,203.094086,0.00365517
12/1/2015,209.440002,211,199.830002,203.869995,137042300,199.584106,-0.017282532
1/4/2016,200.490005,201.899994,181.020004,193.720001,205940700,189.647491,-0.049786605
